datetime,dogecoin_count,dogecoin_polarity,dogecoin_subjectivity,dogecoin_polarity_zeros,dogecoin_subjectivity_zeros
2021-01-25,766,0.20363777700545427,0.5436211988069363,0.20363777700545427,0.5436211988069363
2021-01-26,944,0.24412398828524384,0.5434650574831654,0.24412398828524384,0.5434650574831654
2021-01-27,1574,0.16291745322463685,0.5429384560684158,0.16291745322463685,0.5429384560684158
2021-01-28,77197,0.15642766703203098,0.5508978817059837,0.15642766703203098,0.5508978817059837
2021-01-29,244437,0.1174158899560646,0.5423693906763095,0.1174158899560646,0.5423693906763095
2021-01-30,73827,0.13753268241486308,0.49471748841231816,0.13753268241486308,0.49471748841231816
2021-01-31,50836,0.1676607906298489,0.5288418503600104,0.1676607906298489,0.5288418503600104
2021-02-01,36348,0.19107332057045737,0.5216380986953174,0.19107332057045737,0.5216380986953174
2021-02-02,19985,0.20030763266371374,0.5203464164547111,0.20030763266371374,0.5203464164547111
2021-02-03,20801,0.19772967089105256,0.5280968682094609,0.19772967089105256,0.5280968682094609
2021-02-04,60646,0.19184988668403355,0.527283049931665,0.19184988668403355,0.527283049931665
2021-02-05,30393,0.15629476336594816,0.5514503945414294,0.15629476336594816,0.5514503945414294
2021-02-06,35036,0.2220446572282412,0.5445080772613295,0.2220446572282412,0.5445080772613295
2021-02-07,74874,0.191831010201682,0.5210455688710727,0.191831010201682,0.5210455688710727
2021-02-08,59812,0.17854520527183024,0.5063912528033861,0.17854520527183024,0.5063912528033861
2021-02-09,35823,0.20428631922179888,0.5018444313864882,0.20428631922179888,0.5018444313864882
2021-02-10,30654,0.23409569241873338,0.5321247266096327,0.23409569241873338,0.5321247266096327
2021-02-11,22092,0.2220950248052778,0.5260368378546965,0.2220950248052778,0.5260368378546965
2021-02-12,20599,0.20168954271145156,0.5218643141223887,0.20168954271145156,0.5218643141223887
2021-02-13,15109,0.21732002607180775,0.5292617811909115,0.21732002607180775,0.5292617811909115
2021-02-14,17015,0.22649515713998522,0.5228988306214057,0.22649515713998522,0.5228988306214057
2021-02-15,19221,0.20482099476499926,0.5089812431988634,0.20482099476499926,0.5089812431988634
2021-02-16,13205,0.2091164774034669,0.523088590383585,0.2091164774034669,0.523088590383585
2021-02-17,13044,0.1956291684598473,0.5186210959576346,0.1956291684598473,0.5186210959576346
2021-02-18,16638,0.20461979374043415,0.5307536400768051,0.20461979374043415,0.5307536400768051
2021-02-19,11585,0.21459934936034905,0.5291534256375411,0.21459934936034905,0.5291534256375411
2021-02-20,14020,0.20629083009870033,0.5302642625374109,0.20629083009870033,0.5302642625374109
2021-02-21,12619,0.21033232628748144,0.5356316115524805,0.21033232628748144,0.5356316115524805
2021-02-22,10981,0.22108412317533857,0.5322266488177155,0.22108412317533857,0.5322266488177155
2021-02-23,8721,0.21372360034169383,0.5324278739266838,0.21372360034169383,0.5324278739266838
2021-02-24,14023,0.22094756822906583,0.5394167784070438,0.22094756822906583,0.5394167784070438
2021-02-25,10153,0.22231016705465517,0.5376555323185509,0.22231016705465517,0.5376555323185509
2021-02-26,8068,0.22567532711010296,0.5404748042398076,0.22567532711010296,0.5404748042398076
2021-02-27,7890,0.2829820804672519,0.5472427395940138,0.2829820804672519,0.5472427395940138
2021-02-28,8191,0.2670880619748212,0.5374772918120814,0.2670880619748212,0.5374772918120814
2021-03-01,8921,0.25883034854868847,0.5506317616060038,0.25883034854868847,0.5506317616060038
2021-03-02,8693,0.23363082100724128,0.5356982602202451,0.23363082100724128,0.5356982602202451
2021-03-03,6623,0.24467399054615072,0.5435528117756783,0.24467399054615072,0.5435528117756783
2021-03-04,7070,0.2632445976687078,0.5543136142124858,0.2632445976687078,0.5543136142124858
2021-03-05,6584,0.23742133970351764,0.5460377365263339,0.23742133970351764,0.5460377365263339
2021-03-06,10406,0.2862979160076425,0.5832872348809134,0.2862979160076425,0.5832872348809134
2021-03-07,8257,0.27575825664718534,0.5645046304724941,0.27575825664718534,0.5645046304724941
2021-03-08,16710,0.30470692187356774,0.6014151155539477,0.30470692187356774,0.6014151155539477
2021-03-09,10919,0.3017057743354697,0.5943501722193615,0.3017057743354697,0.5943501722193615
2021-03-10,7628,0.28959598924879326,0.5669906977033345,0.28959598924879326,0.5669906977033345
2021-03-11,7810,0.26395714984624175,0.5425662186119973,0.26395714984624175,0.5425662186119973
2021-03-12,7261,0.25083314902405207,0.5500501259574649,0.25083314902405207,0.5500501259574649
2021-03-13,11460,0.22789750431529124,0.5235359802821564,0.22789750431529124,0.5235359802821564
2021-03-14,15205,0.2594872460753502,0.5475815724753771,0.2594872460753502,0.5475815724753771
2021-03-15,8684,0.25017910179409797,0.5594403599435803,0.25017910179409797,0.5594403599435803
2021-03-16,8959,0.28366891433435343,0.5393966064118177,0.28366891433435343,0.5393966064118177
2021-03-17,8429,0.27421586414966653,0.5443685514609723,0.27421586414966653,0.5443685514609723
2021-03-18,7429,0.24154923931284583,0.5476089002987112,0.24154923931284583,0.5476089002987112
2021-03-19,7382,0.24965957491263405,0.5540353184910739,0.24965957491263405,0.5540353184910739
2021-03-20,8088,0.24285539005584106,0.5419285410132795,0.24285539005584106,0.5419285410132795
2021-03-21,6673,0.23964635877740936,0.5454461063126592,0.23964635877740936,0.5454461063126592
2021-03-22,5996,0.22390384097970595,0.5361268765710752,0.22390384097970595,0.5361268765710752
2021-03-23,5551,0.24615947085465126,0.5495570081808728,0.24615947085465126,0.5495570081808728
2021-03-24,6949,0.24418408383285073,0.540585365650621,0.24418408383285073,0.540585365650621
2021-03-25,7166,0.23189350816284057,0.5357650673251224,0.23189350816284057,0.5357650673251224
2021-03-26,6057,0.25160358294627266,0.5431514332430178,0.25160358294627266,0.5431514332430178
2021-03-27,6141,0.24962014164296742,0.5447372648242234,0.24962014164296742,0.5447372648242234
2021-03-28,6074,0.272028207659872,0.5548189074970135,0.272028207659872,0.5548189074970135
2021-03-29,5799,0.24822547110125306,0.5507484168514419,0.24822547110125306,0.5507484168514419
2021-03-30,6526,0.2092015353189673,0.5532411811038485,0.2092015353189673,0.5532411811038485
2021-03-31,5572,0.23591269277913113,0.5583302994499107,0.23591269277913113,0.5583302994499107
2021-04-01,14299,0.263664803921183,0.5709178913989368,0.263664803921183,0.5709178913989368
2021-04-02,7400,0.25693909944162074,0.5565405837637695,0.25693909944162074,0.5565405837637695
2021-04-03,6627,0.25866727305115994,0.5529652345760355,0.25866727305115994,0.5529652345760355
2021-04-04,6391,0.29693604542871954,0.5602983408449933,0.29693604542871954,0.5602983408449933
2021-04-05,6600,0.25402216731954996,0.5454913386235273,0.25402216731954996,0.5454913386235273
2021-04-06,9010,0.271469906550584,0.5579060068254713,0.271469906550584,0.5579060068254713
2021-04-07,8927,0.24860507310343985,0.5470884000765809,0.24860507310343985,0.5470884000765809
2021-04-08,6460,0.24514197026173842,0.5379866135676571,0.24514197026173842,0.5379866135676571
2021-04-09,6206,0.25073165738106307,0.5449800101853303,0.25073165738106307,0.5449800101853303
2021-04-10,7639,0.24762785719820724,0.549414234292077,0.24762785719820724,0.549414234292077
2021-04-11,18051,0.23892599872690676,0.5581147578124805,0.23892599872690676,0.5581147578124805
2021-04-12,7962,0.24066275623264513,0.545628578156992,0.24066275623264513,0.545628578156992
2021-04-13,11209,0.22375849390591687,0.5626044179257295,0.22375849390591687,0.5626044179257295
2021-04-14,58350,0.20445926932820668,0.5629450754859391,0.20445926932820668,0.5629450754859391
2021-04-15,52370,0.23188389625029257,0.5699820926822737,0.23188389625029257,0.5699820926822737
2021-04-16,176586,0.17122900616710862,0.5261784949511528,0.17122900616710862,0.5261784949511528
2021-04-17,63391,0.18594459477771605,0.46469298220584193,0.18594459477771605,0.46469298220584193
2021-04-18,50804,0.18948872871322014,0.4981578826739845,0.18948872871322014,0.4981578826739845
2021-04-19,67891,0.18500144119009548,0.4945435679256271,0.18500144119009548,0.4945435679256271
2021-04-20,76965,0.22312634679958998,0.5257283543806517,0.22312634679958998,0.5257283543806517
2021-04-21,40175,0.19004875703756272,0.4521359760110821,0.19004875703756272,0.4521359760110821
2021-04-22,35881,0.18953857410819747,0.474868390687724,0.18953857410819747,0.474868390687724
2021-04-23,35983,0.18715575135351412,0.4829488208177964,0.18715575135351412,0.4829488208177964
2021-04-24,31959,0.20476304965312378,0.44253841775844704,0.20476304965312378,0.44253841775844704
2021-04-25,22575,0.22549664938571987,0.4904758824847933,0.22549664938571987,0.4904758824847933
2021-04-26,20451,0.23791948456054887,0.5379619851894698,0.23791948456054887,0.5379619851894698
2021-04-27,21659,0.2664490304247225,0.5408147704277725,0.2664490304247225,0.5408147704277725
2021-04-28,32385,0.2223579743165767,0.5371455688764046,0.2223579743165767,0.5371455688764046
2021-04-29,22134,0.22910633895090068,0.5383078415297579,0.22910633895090068,0.5383078415297579
2021-04-30,22435,0.23680550838334943,0.5378278265179194,0.23680550838334943,0.5378278265179194
2021-05-01,31432,0.22552462761275227,0.5354259774350894,0.22552462761275227,0.5354259774350894
2021-05-02,25321,0.2229177281623206,0.5358529841289043,0.2229177281623206,0.5358529841289043
2021-05-03,44453,0.24988592812401716,0.5472633484829147,0.24988592812401716,0.5472633484829147
2021-05-04,104921,0.20077791676977974,0.5495026831465489,0.20077791676977974,0.5495026831465489
2021-05-05,92860,0.20087871429460713,0.5420033868515188,0.20087871429460713,0.5420033868515188
2021-05-06,51609,0.2658846769715387,0.5434195689636899,0.2658846769715387,0.5434195689636899
2021-05-07,67227,0.22411367409078625,0.5379827975562326,0.22411367409078625,0.5379827975562326
2021-05-08,83480,0.20650238623755007,0.5284783565335204,0.20650238623755007,0.5284783565335204
2021-05-09,114570,0.1977968392313516,0.5332697053433322,0.1977968392313516,0.5332697053433322
2021-05-10,48628,0.20916208474090328,0.5252179578418876,0.20916208474090328,0.5252179578418876
2021-05-11,51461,0.2311374097802196,0.5317952884777271,0.2311374097802196,0.5317952884777271
2021-05-12,41168,0.21451986719093327,0.5287037717068035,0.21451986719093327,0.5287037717068035
2021-05-13,59991,0.2455993563412479,0.545149474537383,0.2455993563412479,0.545149474537383
2021-05-14,53364,0.25363393710981935,0.5427291396866237,0.25363393710981935,0.5427291396866237
2021-05-15,31143,0.24299460012392013,0.5312695490309755,0.24299460012392013,0.5312695490309755
2021-05-16,45746,0.26110428111964296,0.5493947126451517,0.26110428111964296,0.5493947126451517
2021-05-17,43685,0.30398061258753145,0.5846814162082513,0.30398061258753145,0.5846814162082513
2021-05-18,33659,0.30574703625668376,0.5806937215101456,0.30574703625668376,0.5806937215101456
2021-05-19,44456,0.2099969348460343,0.5314257678637049,0.2099969348460343,0.5314257678637049
2021-05-20,36825,0.25311625502667284,0.5347381136282664,0.25311625502667284,0.5347381136282664
2021-05-21,29245,0.2583514689650979,0.5347759909935628,0.2583514689650979,0.5347759909935628
2021-05-22,27921,0.3058147175036631,0.5497433442435947,0.3058147175036631,0.5497433442435947
2021-05-23,30620,0.21421107413584434,0.512516422725995,0.21421107413584434,0.512516422725995
2021-05-24,24536,0.23909671811349406,0.5218514946434545,0.23909671811349406,0.5218514946434545
2021-05-25,35507,0.3897065788182433,0.5662999479563299,0.3897065788182433,0.5662999479563299
2021-05-26,25262,0.3350595166104106,0.5476161617425709,0.3350595166104106,0.5476161617425709
2021-05-27,24986,0.37798674453617026,0.5669675696568249,0.37798674453617026,0.5669675696568249
2021-05-28,23683,0.33580981339937865,0.5487270489878013,0.33580981339937865,0.5487270489878013
2021-05-29,17892,0.25992535279986156,0.5141830138298663,0.25992535279986156,0.5141830138298663
2021-05-30,18985,0.32382675226486946,0.5434671985500814,0.32382675226486946,0.5434671985500814
2021-05-31,17523,0.2884727626786921,0.5300187588105916,0.2884727626786921,0.5300187588105916
2021-06-01,24134,0.2584390884083993,0.524878389108573,0.2584390884083993,0.524878389108573
2021-06-02,34778,0.2460516910111003,0.5186449169449852,0.2460516910111003,0.5186449169449852
2021-06-03,26185,0.2317731845472733,0.5141059391729302,0.2317731845472733,0.5141059391729302
2021-06-04,26330,0.2311116873751626,0.5289415778640028,0.2311116873751626,0.5289415778640028
2021-06-05,40538,0.2699413074850749,0.5276693189698749,0.2699413074850749,0.5276693189698749
2021-06-06,21656,0.30745493167696186,0.5467856503726634,0.30745493167696186,0.5467856503726634
2021-06-07,19137,0.25327847958304894,0.4868185245637796,0.25327847958304894,0.4868185245637796
2021-06-08,20137,0.2506073576094849,0.5079412246522051,0.2506073576094849,0.5079412246522051
2021-06-09,20057,0.30873672675166236,0.5395363724398995,0.30873672675166236,0.5395363724398995
2021-06-10,16039,0.27053527025842167,0.5159579150843923,0.27053527025842167,0.5159579150843923
2021-06-11,16991,0.2595804523357859,0.5195102336066943,0.2595804523357859,0.5195102336066943
2021-06-12,17281,0.29451634622659645,0.5357598618806007,0.29451634622659645,0.5357598618806007
2021-06-13,17305,0.29237507836813503,0.529759077084033,0.29237507836813503,0.529759077084033
2021-06-14,17961,0.2693071766837633,0.51698132415577,0.2693071766837633,0.51698132415577
2021-06-15,16714,0.26973056781512084,0.5276497006453414,0.26973056781512084,0.5276497006453414
2021-06-16,16596,0.2752703072473659,0.5236627525669825,0.2752703072473659,0.5236627525669825
2021-06-17,15459,0.2618419125352046,0.5143658673020198,0.2618419125352046,0.5143658673020198
2021-06-18,16307,0.2626726667006939,0.5263581048557829,0.2626726667006939,0.5263581048557829
2021-06-19,15170,0.2654195660846712,0.5251371790184185,0.2654195660846712,0.5251371790184185
2021-06-20,18393,0.3354463685107434,0.5640530685214823,0.3354463685107434,0.5640530685214823
2021-06-21,25511,0.25234183317863695,0.5345266647512784,0.25234183317863695,0.5345266647512784
2021-06-22,26421,0.2325649444445548,0.5251206721447707,0.2325649444445548,0.5251206721447707
2021-06-23,21753,0.2725641564185888,0.5205824037609922,0.2725641564185888,0.5205824037609922
2021-06-24,17102,0.2871366541388238,0.4793939382394102,0.2871366541388238,0.4793939382394102
2021-06-25,20751,0.27826347358814235,0.5231339995768783,0.27826347358814235,0.5231339995768783
2021-06-26,16378,0.35224721650236046,0.5513959344127902,0.35224721650236046,0.5513959344127902
2021-06-27,15802,0.3171594001452112,0.5405387657786755,0.3171594001452112,0.5405387657786755
2021-06-28,20032,0.3430582237802427,0.5589731192370981,0.3430582237802427,0.5589731192370981
2021-06-29,17944,0.28586947655015005,0.5295804750555965,0.28586947655015005,0.5295804750555965
2021-06-30,12804,0.27541767708674286,0.5200238017088562,0.27541767708674286,0.5200238017088562
2021-07-01,16592,0.25503953323275846,0.5249710143014841,0.25503953323275846,0.5249710143014841
2021-07-02,15493,0.2925403487390635,0.5337260709333522,0.2925403487390635,0.5337260709333522
2021-07-03,13855,0.28081304047023325,0.5276064313597353,0.28081304047023325,0.5276064313597353
2021-07-04,13652,0.29550273849812275,0.5461171116616211,0.29550273849812275,0.5461171116616211
2021-07-05,14741,0.2936801951075369,0.5344544666026725,0.2936801951075369,0.5344544666026725
2021-07-06,18940,0.3500116332423373,0.5548006726624999,0.3500116332423373,0.5548006726624999
2021-07-07,16230,0.29303070998814174,0.5367236414111457,0.29303070998814174,0.5367236414111457
2021-07-08,21158,0.3639338350124353,0.5581399200075167,0.3639338350124353,0.5581399200075167
2021-07-09,21450,0.3495222435959527,0.5586093677933945,0.3495222435959527,0.5586093677933945
2021-07-10,14953,0.32795848676098316,0.5424947753091425,0.32795848676098316,0.5424947753091425
2021-07-11,12926,0.3219963447480612,0.5323239067463791,0.3219963447480612,0.5323239067463791
2021-07-12,11950,0.27824405606092945,0.5157320447119477,0.27824405606092945,0.5157320447119477
2021-07-13,13436,0.276739708812296,0.5240634108607374,0.276739708812296,0.5240634108607374
2021-07-14,14257,0.27036523894206715,0.5211172378025217,0.27036523894206715,0.5211172378025217
2021-07-15,13598,0.23260443814553852,0.5195772573569634,0.23260443814553852,0.5195772573569634
2021-07-16,13135,0.23869556376487483,0.5185378135401147,0.23869556376487483,0.5185378135401147
2021-07-17,17725,0.23500029262027727,0.5199131384280191,0.23500029262027727,0.5199131384280191
2021-07-18,15120,0.2744920056815292,0.5207352485615014,0.2744920056815292,0.5207352485615014
2021-07-19,13544,0.2998333978522024,0.5250680859332822,0.2998333978522024,0.5250680859332822
2021-07-20,14152,0.2495478236464444,0.5147970626661622,0.2495478236464444,0.5147970626661622
2021-07-21,17399,0.24527275436428767,0.5195848557532518,0.24527275436428767,0.5195848557532518
2021-07-22,13406,0.26043647994771496,0.5133084916162419,0.26043647994771496,0.5133084916162419
2021-07-23,11963,0.26631394227343447,0.5060642838072509,0.26631394227343447,0.5060642838072509
2021-07-24,20008,0.25745506163386533,0.5125730825893594,0.25745506163386533,0.5125730825893594
2021-07-25,19802,0.2794021905734273,0.5306313392508701,0.2794021905734273,0.5306313392508701
2021-07-26,15555,0.2358943497292897,0.5119181248422573,0.2358943497292897,0.5119181248422573
2021-07-27,11465,0.23329695999997674,0.5037453510313206,0.23329695999997674,0.5037453510313206
2021-07-28,11262,0.24048309482651012,0.508438030039458,0.24048309482651012,0.508438030039458
2021-07-29,11487,0.24051027489396734,0.5204554743037834,0.24051027489396734,0.5204554743037834
2021-07-30,11498,0.257590122293663,0.5119525771964828,0.257590122293663,0.5119525771964828
2021-07-31,11179,0.23300497706006665,0.5104738370040439,0.23300497706006665,0.5104738370040439
2021-08-01,11469,0.273253948978221,0.5221908743850335,0.273253948978221,0.5221908743850335
2021-08-02,10660,0.25339190866776945,0.5210170570349885,0.25339190866776945,0.5210170570349885
2021-08-03,10259,0.2366971786569819,0.5137745870877832,0.2366971786569819,0.5137745870877832
2021-08-04,9959,0.23251907898302634,0.5088749346642016,0.23251907898302634,0.5088749346642016
2021-08-05,9876,0.24418093002307395,0.5086643116354901,0.24418093002307395,0.5086643116354901
2021-08-06,10382,0.23632668534246684,0.5249476186156438,0.23632668534246684,0.5249476186156438
2021-08-07,16631,0.2961111960849528,0.5394075095456389,0.2961111960849528,0.5394075095456389
2021-08-08,15673,0.24684082951220246,0.5210338538439206,0.24684082951220246,0.5210338538439206
2021-08-09,13018,0.2708099052869166,0.5236853598565138,0.2708099052869166,0.5236853598565138
2021-08-10,12112,0.2516855878148145,0.512652540356187,0.2516855878148145,0.512652540356187
2021-08-11,13498,0.2591971663680497,0.5139280841973136,0.2591971663680497,0.5139280841973136
2021-08-12,13073,0.24944362998332412,0.5176237387105233,0.24944362998332412,0.5176237387105233
2021-08-13,12905,0.258687988124437,0.5234720887104752,0.258687988124437,0.5234720887104752
2021-08-14,13883,0.25564307989087937,0.523883076527534,0.25564307989087937,0.523883076527534
2021-08-15,18078,0.2569450432589807,0.5216401816751887,0.2569450432589807,0.5216401816751887
2021-08-16,14877,0.25077709419085875,0.5051183695650313,0.25077709419085875,0.5051183695650313
2021-08-17,12337,0.28423146698894486,0.5207894402547838,0.28423146698894486,0.5207894402547838
2021-08-18,13038,0.2827892934062898,0.5329327221540795,0.2827892934062898,0.5329327221540795
2021-08-19,13045,0.2633052252276532,0.513150424857681,0.2633052252276532,0.513150424857681
2021-08-20,10728,0.2394128297418723,0.5079061589369451,0.2394128297418723,0.5079061589369451
2021-08-21,9383,0.23478905288682403,0.49960593409938747,0.23478905288682403,0.49960593409938747
2021-08-22,8578,0.21863030862348012,0.5050032945853767,0.21863030862348012,0.5050032945853767
2021-08-23,9547,0.23096929036896333,0.4997825103256752,0.23096929036896333,0.4997825103256752
2021-08-24,9298,0.2124128043018839,0.4987536720900752,0.2124128043018839,0.4987536720900752
2021-08-25,8666,0.23946744559799243,0.5031698573598022,0.23946744559799243,0.5031698573598022
2021-08-26,8878,0.24045640820186773,0.5001522276097076,0.24045640820186773,0.5001522276097076
2021-08-27,9543,0.2601884541037272,0.5058217121887877,0.2601884541037272,0.5058217121887877
2021-08-28,8502,0.24974196710415592,0.5092904101516349,0.24974196710415592,0.5092904101516349
2021-08-29,8190,0.25155199973924947,0.5008991418441541,0.25155199973924947,0.5008991418441541
2021-08-30,9077,0.2739289394235725,0.5152057200558491,0.2739289394235725,0.5152057200558491
2021-08-31,9083,0.2610440878632506,0.5043540954945458,0.2610440878632506,0.5043540954945458
2021-09-01,10033,0.25054882639412734,0.5245257402625686,0.25054882639412734,0.5245257402625686
2021-09-02,11579,0.26788281012466963,0.5124630550945135,0.26788281012466963,0.5124630550945135
2021-09-03,10197,0.24918166874951186,0.5247752604395902,0.24918166874951186,0.5247752604395902
2021-09-04,9525,0.2614693396612739,0.51527030556768,0.2614693396612739,0.51527030556768
2021-09-05,10026,0.2565670325372811,0.5146741809884884,0.2565670325372811,0.5146741809884884
2021-09-06,10434,0.2491075959224549,0.5298880254207842,0.2491075959224549,0.5298880254207842
2021-09-07,11176,0.22896235018837752,0.5219075566267847,0.22896235018837752,0.5219075566267847
2021-09-08,10120,0.2801981825337192,0.5241847126367593,0.2801981825337192,0.5241847126367593
2021-09-09,8769,0.2393688403493955,0.5196623655195175,0.2393688403493955,0.5196623655195175
2021-09-10,8609,0.23991368790499085,0.5037187568030719,0.23991368790499085,0.5037187568030719
2021-09-11,7783,0.21901782164870207,0.5068092365584983,0.21901782164870207,0.5068092365584983
2021-09-12,8319,0.23200595847176345,0.5115652538358112,0.23200595847176345,0.5115652538358112
2021-09-13,9955,0.27330866881073174,0.5237900486560636,0.27330866881073174,0.5237900486560636
2021-09-14,9476,0.26412165528037046,0.5211422787927336,0.26412165528037046,0.5211422787927336
2021-09-15,9694,0.2521094455222283,0.517600658717762,0.2521094455222283,0.517600658717762
